Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Collection
alma-layering-box,,,,,,,,Solid perfume,Vanilla bloom,Perfume,Leather luxe,lotion,Sandalwood,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Vanilla bloom,Perfume,Leather luxe,lotion,Vanilla bloom,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Vanilla bloom,Perfume,Leather luxe,lotion,Leather luxe,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Vanilla bloom,Perfume,Leather luxe,lotion,Arabia,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Vanilla bloom,Perfume,Leather luxe,lotion,Lolo vanilla,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Vanilla bloom,Perfume,Lolo Vanilla,lotion,Oud,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Vanilla bloom,Perfume,Lolo Vanilla,lotion,Sandalwood,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Vanilla bloom,Perfume,Lolo Vanilla,lotion,Vanilla bloom,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Vanilla bloom,Perfume,Lolo Vanilla,lotion,Leather luxe,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Vanilla bloom,Perfume,Lolo Vanilla,lotion,Arabia,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-layering-box,,,,,,,,Solid perfume,Vanilla bloom,Perfume,Lolo Vanilla,lotion,Lolo vanilla,,0,shopify,0,deny,manual,360.00,499.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-mini-hand-and-body-lotion,Alma Daily Essentials Lotion,"<p><span>Your skin’s new pocket-sized bestie! Our Hand &amp; Body Lotion is perfect for on-the-go hydration—soft, smooth, and never sticky. Glow wherever you go.</span></p>
<p><span>Each: 90 grams.</span></p>",Alma Fragrances,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,,"collection-start-here, collection-alma-hands-and-body-lotions-collections, collection-best-sellers",TRUE,Scents,Oud,,,,,,0,,,deny,manual,40.00,50.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/2DBB8FD0-6FF7-44B3-9E4D-0D5264A2DC93.jpg?v=1752846245,1,Alma Daily Essentials Lotion — image 1,FALSE,Alma Daily Essentials Lotion,"Your skin’s new pocket-sized bestie! Our Hand & Body Lotion is perfect for on-the-go hydration—soft, smooth, and never sticky. Glow wherever you go. Each: 90 grams.",,,,,new,TRUE,,,,,,,g,,,active,Alma lotions
alma-mini-hand-and-body-lotion,,,,,,,,Scents,Sandalwood,,,,,,0,,,deny,manual,40.00,50.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-mini-hand-and-body-lotion,,,,,,,,Scents,Arabia,,,,,,0,,,deny,manual,40.00,50.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-mini-hand-and-body-lotion,,,,,,,,Scents,Leather luxe,,,,,,0,,,deny,manual,40.00,50.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-mini-hand-and-body-lotion,,,,,,,,Scents,Vanilla bloom,,,,,,0,,,deny,manual,40.00,50.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-mini-hand-and-body-lotion,,,,,,,,Scents,Luma mini lotion,,,,,,0,,,deny,manual,40.00,50.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-mini-hand-and-body-lotion,,,,,,,,Scents,Lolo vanilla,,,,,,0,,,deny,manual,40.00,50.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
lolo-vanilla-perfume,Lolo Vanilla perfume,"<p><span>Soft, powdery, and effortlessly elegant. Lolo Vanilla blends fresh floral notes with warm white musk and creamy vanilla for a scent that’s gentle, comforting, and long-lasting.</span></p>
<p> </p>
<p><span>Notes: Powder, Floral, White Musk, Vanilla</span></p>
<p><span>#SmellLikeAlma</span></p>",Alma Fragrances,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,,"collection-alma-perfumes, collection-soft-and-clean",TRUE,Title,Default Title,,,,,,0,,,deny,manual,180.00,199.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/8731DE14-186C-4A79-A58E-2A0A7F092769.jpg?v=1742304666,1,Lolo Vanilla perfume — image 1,FALSE,Lolo Vanilla perfume,"Soft, powdery, and effortlessly elegant. Lolo Vanilla blends fresh floral notes with warm white musk and creamy vanilla for a scent that’s gentle, comforting, and long-lasting. Notes: Powder, Floral, White Musk, Vanilla #SmellLikeAlma",,,,,new,TRUE,,,,,,,g,,,active,Alma perfumes
alma-arabia-hand-and-body-lotion,Alma hands and body lotion,"<p dir=""rtl"" class=""p2""><span class=""s2"">Deeply hydrate your skin with our </span><span class=""s3"">Alma Hand &amp; Body Cream</span><span class=""s2"">—rich in </span><span class=""s3"">almond and coconut oils</span><span class=""s2""> for lasting softness. Fast-absorbing, non-greasy, and available in </span><span class=""s3"">200ml</span><span class=""s2""> with your favorite Alma scents!</span></p>",Alma Fragrances,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,,"collection-alma-hands-and-body-lotions-collections, collection-arabic-and-deep, collection-soft-and-clean, collection-warm-and-bold",TRUE,Container,Pump bottle 300 grams,Scents,Oud,,,,0,,,deny,manual,99.00,170.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/4CF39690-DF1F-4DC3-83EA-37DFA8A404F5.jpg?v=1742295154,1,Alma hands and body lotion — image 1,FALSE,Alma hands and body lotion,"Deeply hydrate your skin with our Alma Hand & Body Cream —rich in almond and coconut oils for lasting softness. Fast-absorbing, non-greasy, and available in 200ml with your favorite Alma scents!",,,,,new,TRUE,,,,,,,g,,,active,Alma lotions
alma-arabia-hand-and-body-lotion,,,,,,,,Container,Pump bottle 300 grams,Scents,Sandalwood,,,,0,,,deny,manual,99.00,170.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/B3BE0276-88D0-4AAF-8ED5-298F3EE73174.jpg?v=1742294794,2,Alma hands and body lotion — image 2,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-arabia-hand-and-body-lotion,,,,,,,,Container,Pump bottle 300 grams,Scents,Arabia,,,,0,,,deny,manual,99.00,170.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-arabia-hand-and-body-lotion,,,,,,,,Container,Pump bottle 300 grams,Scents,Leather luxe,,,,0,,,deny,manual,99.00,170.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-arabia-hand-and-body-lotion,,,,,,,,Container,Pump bottle 300 grams,Scents,Vanilla bloom,,,,0,,,deny,manual,99.00,170.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-arabia-hand-and-body-lotion,,,,,,,,Container,Pump bottle 300 grams,Scents,Lolo Vanilla,,,,0,,,deny,manual,99.00,170.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-arabia-hand-and-body-lotion,,,,,,,,Container,Jar 250 grams,Scents,Oud,,,,0,,,deny,manual,99.00,170.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-arabia-hand-and-body-lotion,,,,,,,,Container,Jar 250 grams,Scents,Sandalwood,,,,0,,,deny,manual,99.00,170.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-arabia-hand-and-body-lotion,,,,,,,,Container,Jar 250 grams,Scents,Arabia,,,,0,,,deny,manual,99.00,170.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-arabia-hand-and-body-lotion,,,,,,,,Container,Jar 250 grams,Scents,Leather luxe,,,,0,,,deny,manual,99.00,170.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-arabia-hand-and-body-lotion,,,,,,,,Container,Jar 250 grams,Scents,Vanilla bloom,,,,0,,,deny,manual,99.00,170.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-arabia-hand-and-body-lotion,,,,,,,,Container,Jar 250 grams,Scents,Lolo Vanilla,,,,0,,,deny,manual,99.00,170.00,TRUE,TRUE,,,,,,,,,,,,new,TRUE,,,,,,,g,,,,
alma-leather-luxe-perfume,Alma leather luxe perfume,"<p dir=""rtl""> <span>Luxury in a bottle. Leather Locks (50ml) now comes in a spray—leather and tobacco perfection.</span></p>",Alma Fragrances,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,,"collection-alma-perfumes, collection-warm-and-bold",TRUE,Title,Default Title,,,,,,0,,,deny,manual,180.00,199.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/31B9665B-0049-438A-B964-047875DF3DC3.jpg?v=1742289969,1,Alma leather luxe perfume — image 1,FALSE,Alma leather luxe perfume,Luxury in a bottle. Leather Locks (50ml) now comes in a spray—leather and tobacco perfection.,,,,,new,TRUE,,,,,,,g,,,active,Alma perfumes
alma-leather-luxe-perfume,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/84AF052C-8ADC-4892-AE23-A19B300986A2.jpg?v=1742289969,2,Alma leather luxe perfume — image 2,,,,,,,,,,,,,,,,,,,,
alma-leather-luxe-perfume,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/820774D8-00A4-4FCB-9B66-22571A6D0857.jpg?v=1742303023,3,Alma leather luxe perfume — image 3,,,,,,,,,,,,,,,,,,,,
alma-hair-and-body-perfume,Alma perfume,"<p><span>Our Best Seller. A rich blend of saffron and bahur that leaves a warm, luxurious trail and lasts all day. Once you try it, it becomes your signature scent.</span></p>
<p><span>Add it to your collection today.</span></p>
<p><span>size : 50 ml.</span></p>",Alma Fragrances,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes,,"collection-alma-perfumes, collection-arabic-and-deep, collection-best-sellers",TRUE,Title,Default Title,,,,,,0,,,deny,manual,180.00,195.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0859/6150/7108/files/D17B22B5-DD64-4133-BDB0-79778A5D35A4.jpg?v=1731399586,1,Alma perfume — image 1,FALSE,Alma perfume,"Our Best Seller. A rich blend of saffron and bahur that leaves a warm, luxurious trail and lasts all day. Once you try it, it becomes your signature scent. Add it to your collection today. size : 50 ml.",,,,,new,TRUE,,,,,,,g,,,active,Alma perfumes
